Description,ANGLE OF ATTACK - ALPHA (AOA),ANGLE OF SIDESLIP - BETHA (SDSLIP),1P STICK ROLL POSITION (POSAILECMD),LH AILERON DEFLECTION (POSAILLH),RH AILERON DEFLECTION (POSAILRH),ELEVATOR DEFLECTION (POSELEV),1P STICK PITCH POSITION (POSELEVCMD),RUDDER DEFLECTION (POSRUDD),1P PEDAL POSITION (POSRUDDCMD),LH FLAP DEFLECTION (FLAPLH),RH FLAP DEFLECTION (FLAPRH),ELEVATOR LONGITUDINAL FORCE STRAIN GAGE,AILERON LATERAL FORCE STRAIN GAGE,PITCH TRIM,ROLL TRIM,RUDDER TRIM
EU,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,kg,kg,deg,deg,deg
198:09:40:10.800,30.77863312,-30,-0.30225563,-2.316754818,1.641202927,-18.89053726,14.99233055,-4.29880476,1.134114623,15.22221661,15.27936077,0.250877202,0.31117022,-0.238222435,-0.177837074,2.729413271
198:09:40:10.900,30.77863312,-30,-0.30225563,-2.412698507,1.643968225,-19.0927639,14.90737438,-4.340637684,1.11328125,15.22221661,15.27936077,0.264561415,0.29273051,-0.236474022,-0.177837074,2.859791756
198:09:40:11.000,30.77863312,-30,-0.30225563,-2.32945323,1.655029416,-19.19109535,15.07728577,-4.288844585,1.1328125,15.22221661,15.2734642,0.28052631,0.283510625,-0.236911118,-0.179883167,2.747396469
198:09:40:11.100,30.77863312,-30,-0.306766927,-2.333686113,1.639820218,-18.71243095,14.737463,-3.978087664,1.045572877,15.22221661,15.27936077,0.171052635,0.322695047,-0.239970863,-0.173744872,2.73690629
198:09:40:11.200,30.77863312,-30,-0.306766927,-2.352028131,1.643968225,-18.66604805,14.76106167,-3.918326616,1.001302123,15.22221661,15.27788734,0.255438596,0.306560278,-0.239533752,-0.177837074,2.732410431
198:09:40:11.300,30.77636909,-30,-0.306766927,-2.2984128,1.630141735,-18.79035187,14.88141632,-4.073705196,1.057291627,15.22221661,15.27641296,0.148245618,0.345744669,-0.237785339,-0.177837074,2.741402149
198:09:40:11.400,30.76731491,-30,-0.306766927,-2.285714388,1.635672331,-18.79591751,14.90973473,-4.268924236,1.110677123,15.22221661,15.27641296,0.196140349,0.341134757,-0.237785339,-0.173744872,2.74290061
198:09:40:11.500,30.76052475,-30,-0.306766927,-2.26596117,1.63705492,-19,14.91209412,-4.448207378,1.182291627,15.22221661,15.27641296,0.175614029,0.31117022,-0.240845069,-0.175790966,2.753390789
198:09:40:11.600,30.7650528,-30,-0.306766927,-2.309700251,1.65088141,-18.75881195,14.80117989,-4.541832447,1.233072877,15.22221661,15.27641296,0.223508775,0.320390075,-0.237348229,-0.173744872,2.73990345
198:09:40:11.700,30.76957893,-30,-0.306766927,-2.257495642,1.631524324,-18.80148506,14.85309696,-4.715139389,1.282552123,15.22221661,15.27641296,0.239473686,0.297340423,-0.236474022,-0.179883167,2.753390789
198:09:40:11.800,30.77184296,-30,-0.306766927,-2.258906603,1.639820218,-18.69758797,14.82005882,-5.208000183,1.485677123,15.22221661,15.27493858,0.303333342,0.299645394,-0.238222435,-0.175790966,2.871780634
198:09:40:11.900,30.76957893,-30,-0.306766927,-2.312521935,1.631524324,-18.40259743,14.61946869,-5.585999966,1.631510377,15.22221661,15.27493858,0.152807012,0.322695047,-0.238222435,-0.175790966,2.729413271
198:09:40:12.000,30.77184296,-30,-0.306766927,-2.416931152,1.667473197,-18.96846008,14.91445446,-6.039999962,1.790364623,15.22221661,15.27641296,0.296491235,0.315780133,-0.237785339,-0.171698764,2.712928534
198:09:40:12.100,30.77184296,-30,-0.311278194,-2.391534328,1.659177303,-19.11873817,14.90501499,-6.090000153,1.805989623,15.22221661,15.27641296,0.207543865,0.345744669,-0.238222435,-0.179883167,2.74290061
198:09:40:12.200,30.77184296,-30,-0.311278194,-2.381657839,1.627376437,-19.29313469,15.18112087,-6.202000141,1.860677123,15.22221661,15.27641296,0.253157884,0.336524814,-0.236474022,-0.177837074,2.727914572
198:09:40:12.300,30.77184296,-30,-0.306766927,-2.332275152,1.642585516,-18.92022324,14.86253643,-6.355999947,1.997395873,15.22221661,15.27493858,0.223508775,0.313475192,-0.238222435,-0.177837074,2.74290061
198:09:40:12.400,30.77184296,-30,-0.306766927,-2.359082937,1.652264118,-18.50092697,14.65250778,-6.492000103,2.06640625,15.22221661,15.27493858,0.239473686,0.336524814,-0.236911118,-0.173744872,2.747396469
198:09:40:12.500,30.77410507,-30,-0.306766927,-2.260317564,1.638437629,-18.96103859,14.93805313,-7.538000107,2.30859375,15.22221661,15.27641296,0.278245628,0.304255307,-0.237785339,-0.181929275,2.805841923
198:09:40:12.600,30.77636909,-30,-0.306766927,-2.285714388,1.635672331,-18.95176315,14.88613605,-8.722000122,2.75390625,15.22221661,15.27641296,0.282807022,0.322695047,-0.236911118,-0.179883167,2.735407591
198:09:40:12.700,30.77863312,-30,-0.306766927,-2.315343857,1.643968225,-18.64007378,14.70442486,-9.359999657,2.98046875,15.22221661,15.27788734,0.212105259,0.324999988,-0.240845069,-0.177837074,2.73091197
198:09:40:12.800,30.77863312,-30,-0.306766927,-2.301234484,1.639820218,-19.11131668,14.9616518,-9.220000267,2.98828125,15.22221661,15.27641296,0.344385952,0.288120568,-0.237785339,-0.181929275,2.729413271
198:09:40:12.900,30.77863312,-30,-0.311278194,-2.328042269,1.642585516,-18.55287552,14.71622372,-9.204000473,2.9765625,15.22221661,15.27641296,0.193859652,0.29273051,-0.239533752,-0.179883167,2.73390913
198:09:40:13.000,30.77863312,-30,-0.30225563,-2.261728287,1.628759027,-18.68460083,14.89321518,-9.227999687,2.998697996,15.22221661,15.27641296,0.248596489,0.295035452,-0.238659546,-0.175790966,2.727914572
198:09:40:13.100,30.77863312,-30,-0.306766927,-2.281481504,1.631524324,-18.77736473,14.79410076,-9.31799984,2.998697996,15.22221661,15.27493858,0.175614029,0.27429077,-0.236036912,-0.179883167,2.741402149
198:09:40:13.200,30.77863312,-30,-0.306766927,-2.287125111,1.638437629,-18.68089104,14.73274326,-9.380000114,3,15.22221661,15.27493858,0.303333342,0.306560278,-0.235162705,-0.179883167,2.741402149
198:09:40:13.300,30.77863312,-30,-0.30225563,-2.284303427,1.619080544,-18.90909004,14.88141632,-9.392000198,3,15.22221661,15.27493858,0.175614029,0.329609931,-0.239096642,-0.175790966,2.741402149
198:09:40:13.400,30.77863312,-30,-0.30225563,-2.220811367,1.624611139,-19.13172531,14.99940968,-9.357999802,3,15.22221661,15.27493858,0.145964906,0.322695047,-0.236474022,-0.177837074,2.73690629
198:09:40:13.500,29.32095909,-30,-0.293233097,-2.304056406,1.634289622,-18.9536171,14.81061935,-9.501999855,3,15.22221661,15.27788734,0.230350882,0.343439728,-0.236036912,-0.179883167,2.74290061
198:09:40:13.600,29.1240387,-30,-0.293233097,-2.330864191,1.65088141,-18.77365494,14.77994061,-9.491999626,3,15.22221661,15.28230953,0.120877191,0.334219873,-0.236911118,-0.183975369,2.744399309
198:09:40:13.700,29.18741417,-30,-0.293233097,-2.36190486,1.635672331,-18.80148506,14.79646015,-9.541999817,3,15.22221661,15.27788734,0.191578954,0.315780133,-0.237785339,-0.175790966,2.73091197
198:09:40:13.800,29.11498451,-30,-0.293233097,-2.263139248,1.623228431,-18.9035244,14.93805313,-9.515999794,3,15.22221661,15.28230953,0.166491225,0.283510625,-0.237348229,-0.175790966,2.727914572
198:09:40:13.900,30.75373459,-30,-0.293233097,-2.260317564,1.630141735,-18.85157776,14.86253643,-9.446000099,2.989583254,15.22221661,15.27936077,0.241754383,0.304255307,-0.236911118,-0.179883167,2.859791756
198:09:40:14.000,30.77863312,-30,-0.297744364,-2.384479761,1.642585516,-18.92207718,14.8412981,-9.472000122,3,15.22221661,15.28230953,0.134561405,0.301950365,-0.237785339,-0.179883167,2.757886648
198:09:40:14.100,30.77636909,-30,-0.297744364,-2.360493898,1.625993729,-18.91836739,14.8271389,-9.442000389,3,15.22221661,15.28230953,0.180175439,0.320390075,-0.238222435,-0.177837074,2.744399309
198:09:40:14.200,30.77636909,-30,-0.297744364,-2.3830688,1.641202927,-18.78849792,14.86725616,-9.449999809,3,15.21930695,15.2734642,0.202982455,0.288120568,-0.24128218,-0.173744872,2.793853283
198:09:40:14.300,30.77410507,-30,-0.297744364,-2.418342113,1.624611139,-19.05194855,15.02536869,-9.472000122,3,15.21930695,15.2734642,0.187017545,0.315780133,-0.238222435,-0.179883167,2.855295897
198:09:40:14.400,30.77636909,-30,-0.297744364,-2.264550209,1.639820218,-18.89981461,14.84837723,-9.359999657,2.97265625,15.21930695,15.27493858,0.159649119,0.334219873,-0.237785339,-0.175790966,2.798348904
198:09:40:14.500,30.77863312,-30,-0.306766927,-2.415520191,1.648116112,-18.2894249,14.50383472,-9.105999947,2.915364504,15.21930695,15.27936077,0.168771923,0.31117022,-0.236911118,-0.177837074,2.74290061
198:09:40:14.600,30.77863312,-30,-0.315789461,-2.322398663,1.632907033,-18.82189178,14.88141632,-9.298000336,2.975260496,15.21930695,15.27936077,0.257719308,0.288120568,-0.237348229,-0.179883167,2.720421553
198:09:40:14.700,30.77863312,-30,-0.315789461,-2.246208191,1.641202927,-19.26716232,15.15988159,-9.326000214,2.9921875,15.21930695,15.27641296,0.401403517,0.25585106,-0.236474022,-0.181929275,2.744399309
198:09:40:14.800,30.77863312,-30,-0.324812025,-2.249029875,1.631524324,-18.92207718,14.84365749,-9.387999535,3,15.21930695,15.2734642,0.214385971,0.27429077,-0.236474022,-0.179883167,2.726416111
198:09:40:14.900,30.77863312,-30,-0.320300758,-2.260317564,1.643968225,-18.64563942,14.70442486,-9.359999657,3,15.21930695,15.27493858,0.312456131,0.281205684,-0.239970863,-0.175790966,2.813334942
198:09:40:15.000,30.77863312,-30,-0.315789461,-2.316754818,1.63705492,-18.92949867,14.87197685,-9.366000175,3,15.21930695,15.27788734,0.296491235,0.315780133,-0.238222435,-0.179883167,2.748895168
198:09:40:15.100,30.77863312,-30,-0.320300758,-2.289947033,1.634289622,-18.79406357,14.8129797,-9.409999847,3,15.21930695,15.27641296,0.212105259,0.285815597,-0.239096642,-0.175790966,2.729413271
198:09:40:15.200,30.77863312,-30,-0.320300758,-2.320987701,1.63705492,-18.65491676,14.68790531,-9.418000221,3,15.21930695,15.2734642,0.193859652,0.278900713,-0.237348229,-0.181929275,2.74290061
198:09:40:15.300,30.77863312,-30,-0.320300758,-2.390123367,1.652264118,-18.94062996,14.90265465,-9.451999664,3,15.21930695,15.27641296,0.30105263,0.295035452,-0.239533752,-0.175790966,2.74290061
198:09:40:15.400,30.77863312,-30,-0.320300758,-2.304056406,1.648116112,-18.83116913,14.77994061,-9.407999992,3.029016733,15.21930695,15.27641296,0.141403511,0.304255307,-0.239970863,-0.177837074,2.820827961
198:09:40:15.500,30.77863312,-30,-0.320300758,-2.294179916,1.63705492,-18.95547295,14.90973473,-9.802000046,3.11284256,15.21930695,15.27493858,0.28052631,0.308865249,-0.238659546,-0.179883167,2.837312698
198:09:40:15.600,30.77636909,-30,-0.315789461,-2.268783092,1.643968225,-18.99257851,15.02772903,-10.23310947,3.30628705,15.21930695,15.27493858,0.207543865,0.315780133,-0.240845069,-0.175790966,2.729413271
198:09:40:15.700,30.77863312,-30,-0.315789461,-2.282892466,1.65088141,-18.89053726,14.83657837,-10.12643242,3.291778564,15.21930695,15.27198982,0.262280703,0.29273051,-0.238659546,-0.171698764,2.727914572
198:09:40:15.800,30.77636909,-30,-0.37443608,-2.247619152,1.64949882,-18.65306091,14.73274326,-9.86400032,3.185384274,15.21930695,15.28083515,0.346666664,0.175177306,-0.24128218,-0.171698764,2.74290061
198:09:40:15.900,30.77636909,-30,-0.383458644,-2.270194054,1.639820218,-19.07050133,14.95221233,-9.684000015,3.080601931,15.21930695,15.27641296,0.30105263,0.186702132,-0.239533752,-0.177837074,2.74290061
198:09:40:16.000,30.77636909,-30,-0.383458644,-2.294179916,1.639820218,-18.72541809,14.7516222,-9.345999718,2.99609375,15.21930695,15.27493858,0.310175449,0.253546089,-0.238222435,-0.177837074,2.74290061
198:09:40:16.100,30.77863312,-30,-0.36090225,-2.440917015,1.685447574,-18.15027809,14.44247818,-7.964000225,2.471354246,15.21930695,15.27493858,0.166491225,0.31117022,-0.239970863,-0.177837074,2.741402149
198:09:40:16.200,30.77863312,-30,-0.356390983,-2.325220346,1.638437629,-18.48793983,14.65014744,-6.217999935,1.859375,15.21930695,15.27936077,0.193859652,0.106028371,-0.237785339,-0.177837074,2.73390913
198:09:40:16.300,30.77863312,-30,-0.396992475,-2.342151642,1.648116112,-18.76994514,14.87433624,-5.708000183,1.66015625,15.21930695,15.2734642,0.287368417,0.085283689,-0.238222435,-0.173744872,2.732410431
198:09:40:16.400,30.77863312,-30,-0.419548869,-2.377424955,1.656412005,-18.53246689,14.65014744,-5.684000015,1.6328125,15.21930695,15.27788734,0.180175439,-0.170157075,-0.240845069,-0.177837074,2.729413271
198:09:40:16.500,30.77863312,-30,-0.681203008,-2.737213373,2.011752605,-18.35621452,14.58643055,-5.492000103,1.563802123,15.21930695,15.27641296,0.077543862,0.230496451,-0.239970863,-0.173744872,2.765379667
198:09:40:16.600,30.77636909,-30,-0.676691711,-2.614462137,1.93985486,-19.11688232,15.0536871,-5.308000088,1.52734375,15.21930695,15.28230953,0.583859622,0.361879438,-0.238659546,-0.173744872,2.73091197
198:09:40:16.700,30.77636909,-30,-0.509774446,-2.565079451,1.926028371,-19.09461975,14.91681385,-4.834661484,1.328125,15.21930695,15.27493858,0.50859648,0.643085122,-0.240845069,-0.175790966,2.729413271
198:09:40:16.800,30.77636909,-30,-0.44661653,-2.580599546,1.90114069,-19.15027809,15.09852505,-4.800796986,1.342447877,15.21930695,15.27198982,0.369473696,0.583156049,-0.237348229,-0.177837074,2.73990345
198:09:40:16.900,30.77636909,-30,-0.387969911,-2.543915272,1.867957115,-18.92207718,14.89085579,-5.257999897,1.514322877,15.21930695,15.27788734,0.312456131,0.679964542,-0.238222435,-0.175790966,2.729413271
198:09:40:17.000,30.77636909,-30,-0.36090225,-2.535449743,1.851365328,-18.40816307,14.62890816,-5.475999832,1.611979127,15.21930695,15.27788734,0.266842097,0.4748227,-0.240845069,-0.175790966,2.744399309
198:09:40:17.100,30.77636909,-30,-0.356390983,-2.60599637,1.844452143,-18.69944382,14.81061935,-5.688000202,1.716145873,15.22221661,15.27788734,0.405964911,0.514007092,-0.240407959,-0.179883167,2.718923092
198:09:40:17.200,30.77636909,-30,-0.36090225,-2.570723057,1.841686845,-18.63265228,14.70206451,-6.147999763,1.861979127,15.22221661,15.27493858,0.273684204,0.500177324,-0.236036912,-0.179883167,2.735407591
198:09:40:17.300,30.77636909,-30,-0.356390983,-2.49029994,1.836156249,-18.62337685,14.71386433,-6.487999916,1.985677123,15.22221661,15.27641296,0.330701768,0.553191483,-0.239970863,-0.177837074,2.721920252
198:09:40:17.400,30.77636909,-30,-0.356390983,-2.435273409,1.816799164,-18.7606678,14.87669659,-7.041999817,2.192708254,15.22221661,15.27493858,0.570175409,0.543971658,-0.238659546,-0.175790966,2.741402149
198:09:40:17.500,30.77636909,-30,-0.369924814,-2.553792,1.863809228,-18.79591751,14.88613605,-7.800000191,2.444010496,15.22221661,15.27198982,0.392280698,0.29273051,-0.239970863,-0.171698764,2.721920252
198:09:40:17.600,30.77636909,-30,-0.424060136,-2.528395176,1.825095057,-18.76437759,14.78466034,-7.842000008,2.479166746,15.22221661,15.2734642,0.378596485,0.407978714,-0.241719276,-0.173744872,2.73091197
198:09:40:17.700,30.77636909,-30,-0.392481208,-2.534038782,1.816799164,-18.82003784,14.84601784,-7.734000206,2.451822996,15.22221661,15.27493858,0.419649124,0.359574467,-0.236474022,-0.179883167,2.735407591
198:09:40:17.800,30.77636909,-30,-0.396992475,-2.463492155,1.804355383,-18.65862656,14.77286148,-7.697999954,2.450520754,15.22221661,15.27641296,0.501754403,0.412588656,-0.239533752,-0.177837074,2.721920252
198:09:40:17.900,30.77636909,-30,-0.396992475,-2.464903116,1.798824787,-18.85899734,14.91917419,-7.605999947,2.40234375,15.22221661,15.27641296,0.517719269,0.246631205,-0.237785339,-0.175790966,2.727914572
198:09:40:18.000,30.77636909,-30,-0.4330827,-2.502998352,1.814033866,-18.59183693,14.63362789,-7.415999889,2.322916746,15.22221661,15.27493858,0.358070165,0.322695047,-0.238222435,-0.177837074,2.732410431
198:09:40:18.100,30.76957893,-30,-0.428571433,-2.477601528,1.819564462,-18.67532539,14.80589962,-6.986000061,2.125,15.22221661,15.27641296,0.410526305,0.341134757,-0.239533752,-0.175790966,2.727914572
198:09:40:18.200,30.76052475,-30,-0.428571433,-2.49029994,1.814033866,-18.89053726,14.88377571,-6.495999813,1.916666627,15.22221661,15.2734642,0.246315792,0.295035452,-0.239096642,-0.173744872,2.715925932
198:09:40:18.300,30.75373459,-30,-0.419548869,-2.483245134,1.825095057,-18.93135452,14.92861366,-5.869999886,1.720052123,15.22221661,15.2734642,0.490350872,0.467907816,-0.236474022,-0.179883167,2.744399309
198:09:40:18.400,30.75373459,-30,-0.369924814,-2.507230997,1.805737972,-18.8608532,14.82949829,-5.018000126,1.3671875,15.22221661,15.27641296,0.360350877,0.364184409,-0.237348229,-0.179883167,2.74290061
198:09:40:18.500,30.75373459,-30,-0.401503772,-2.447971821,1.812651277,-18.84415627,14.83893776,-3.197211266,0.673177063,15.22221661,15.26904202,0.364912271,0.387234032,-0.237348229,-0.175790966,2.74290061
198:09:40:18.600,30.75373459,-30,-0.396992475,-2.505820036,1.82232976,-18.82745743,14.79646015,-1.037848592,-0.062452689,15.22221661,15.27788734,0.342105269,0.467907816,-0.241719276,-0.171698764,2.73990345
198:09:40:18.700,30.75373459,-30,-0.392481208,-2.52134037,1.812651277,-18.96103859,14.98997021,0.871690452,-0.809613943,15.22221661,15.27641296,0.337543845,0.288120568,-0.237348229,-0.177837074,2.74290061
198:09:40:18.800,30.75373459,-30,-0.406015038,-2.484656096,1.809885979,-18.92393303,14.86017704,1.236252546,-0.923164248,15.22221661,15.27641296,0.351228058,0.331914902,-0.237348229,-0.179883167,2.861290216
198:09:40:18.900,30.75373459,-30,-0.406015038,-2.479012251,1.779467702,-18.77179909,14.78230095,1.164969444,-0.883421659,15.22221661,15.27493858,0.351228058,0.297340423,-0.238659546,-0.177837074,2.793853283
198:09:40:19.000,30.75373459,-30,-0.415037602,-2.518518448,1.811268568,-18.92207718,14.86489677,0.26680243,-0.55185467,15.22221661,15.27788734,0.177894741,0.295035452,-0.242156386,-0.175790966,2.720421553
198:09:40:19.100,30.75373459,-30,-0.415037602,-2.526984215,1.816799164,-18.90538025,14.87197685,-1.103585601,-0.040878121,15.22221661,15.27936077,0.223508775,0.433333337,-0.239533752,-0.175790966,2.726416111
198:09:40:19.200,30.75373459,-30,-0.383458644,-2.483245134,1.814033866,-18.79777336,14.76106167,-2.272908449,0.329427093,15.22221661,15.27788734,0.273684204,0.45638299,-0.24128218,-0.177837074,2.720421553
198:09:40:19.300,30.75373459,-30,-0.387969911,-2.459259272,1.798824787,-18.7105751,14.85545731,-2.426294804,0.381510407,15.22221661,15.27198982,0.317017555,0.375709206,-0.239533752,-0.177837074,2.74290061
198:09:40:19.400,30.75373459,-30,-0.392481208,-2.45784831,1.804355383,-18.68089104,14.7516222,-1.663346648,0.076822914,15.22221661,15.27641296,0.303333342,0.378014177,-0.237348229,-0.177837074,2.744399309
198:09:40:19.500,30.75373459,-30,-0.392481208,-2.456437349,1.807120681,-18.8070507,14.80589962,-1.145418286,-0.035200607,15.22221661,15.27641296,0.255438596,0.451773047,-0.239970863,-0.181929275,2.834315538
198:09:40:19.600,30.75373459,-30,-0.392481208,-2.45784831,1.807120681,-18.81261635,14.87197685,-1.117529869,-0.040878121,15.22221661,15.2734642,0.180175439,0.281205684,-0.237785339,-0.177837074,2.741402149
198:09:40:19.700,30.75373459,-30,-0.428571433,-2.542504311,1.812651277,-18.63636398,14.70914459,-1.099601626,-0.047691144,15.22221661,15.27641296,0.141403511,0.368794322,-0.241719276,-0.173744872,2.726416111
198:09:40:19.800,30.75373459,-30,-0.437593997,-2.548148155,1.849982738,-18.40259743,14.59115028,-1.115537882,-0.054504164,15.22221661,15.27936077,0.191578954,0.341134757,-0.240845069,-0.177837074,2.726416111
198:09:40:19.900,30.75373459,-30,-0.4330827,-2.445149899,1.801590085,-18.73098373,14.82477856,-1.519920349,0,15.22221661,15.27788734,0.202982455,0.308865249,-0.239970863,-0.173744872,2.741402149
198:09:40:20.000,30.75147057,-30,-0.437593997,-2.481834173,1.80850327,-18.46938705,14.66194725,-1.637450218,0.09765625,15.22221661,15.27641296,0.296491235,0.327304959,-0.239533752,-0.181929275,2.744399309
198:09:40:20.100,30.75147057,-30,-0.4330827,-2.456437349,1.80850327,-18.6252327,14.71386433,-1.199203134,-0.009084027,15.22221661,15.27788734,0.237192988,0.329609931,-0.237348229,-0.179883167,2.744399309
198:09:40:20.200,30.75147057,-30,-0.4330827,-2.408465624,1.784998298,-18.58441544,14.74218273,-0.966135442,-0.105601817,15.22221661,15.27641296,0.262280703,0.297340423,-0.239533752,-0.177837074,2.775869846
198:09:40:20.300,30.75147057,-30,-0.500751853,-2.494532585,1.845834732,-18.52690125,14.73510361,-0.900398433,-0.111279331,15.22221661,15.27641296,0.191578954,-0.240488663,-0.238222435,-0.177837074,2.829819679
198:09:40:20.400,30.75147057,-30,-0.893233061,-2.90370369,2.126512289,-18.2857151,14.53687286,-0.159362555,-0.374716133,15.22221661,15.27641296,0.038771931,0.573936164,-0.239533752,-0.173744872,2.715925932
198:09:40:20.500,30.75147057,-30,0.625423729,-2.058553696,1.32042861,-18.03524971,14.23244858,0.596741319,-0.697199106,15.22803688,15.2734642,-0.536851823,1.831249952,-0.239096642,-0.167606562,2.838811159
198:09:40:20.600,30.74920845,-30,3.277397156,1.525567055,-2.076494694,-17.6178112,13.83834839,0.610997975,-0.761922777,15.23676586,15.26904202,-0.748703718,1.874255896,-0.236474022,-0.175790966,2.735407591
198:09:40:20.700,30.74920845,-30,6.515044212,6.055938244,-6.615213394,-16.8645649,13.27433586,0.427698582,-0.677895546,15.23676586,15.26167107,-0.674074054,0.850531936,-0.239970863,-0.175790966,2.775869846
198:09:40:20.800,30.75147057,-30,9.239766121,9.769824982,-10.3613863,-16.621521,13.2342186,0.564154804,-0.711960614,15.2338562,15.27641296,-0.469444454,0.184397161,-0.239096642,-0.173744872,2.778867245
198:09:40:20.900,30.75147057,-30,10.18713474,10.77348518,-11.42904282,-16.84230042,13.32625389,0.608961284,-0.702876627,15.23676586,15.27198982,-0.452592582,0.281205684,-0.235599801,-0.175790966,2.817830801
198:09:40:21.000,30.75147057,-30,8.930973053,9.65758419,-10.40924072,-16.3859005,12.93923283,0.517311633,-0.706283092,15.23967648,15.27788734,-0.640370369,-1.789816618,-0.239533752,-0.175790966,2.729413271
198:09:40:21.100,30.75147057,-30,5.486301422,5.423591614,-6.098701477,-16.78664207,13.37817097,0.73319757,-0.75965178,15.23676586,15.27641296,0.449298233,-0.998254776,-0.239533752,-0.175790966,2.732410431
198:09:40:21.200,30.75147057,-30,0.193220332,-1.485714316,0.735568643,-17.81261635,14.24424744,0.812627316,-0.790310383,15.23676586,15.27493858,0.504035115,-0.147469461,-0.238222435,-0.177837074,2.762382507
198:09:40:21.300,30.75373459,-30,-4.485804558,-7.872894287,7.020041466,-18.16883087,14.46135712,0.66598779,-0.758516252,15.23967648,15.27493858,0.462982446,0.449468076,-0.237348229,-0.175790966,2.74290061
198:09:40:21.400,30.75373459,-30,-5.739747524,-9.916602135,9.090781212,-17.67717934,13.97286129,0.568228126,-0.736941695,15.24258614,15.27641296,-0.38277778,2.185416698,-0.24128218,-0.173744872,2.741402149
198:09:40:21.500,30.76731491,-30,-2.215037584,-5.765697002,5.021423817,-15.65528488,12.37994099,0.291242361,-0.599545777,15.24258614,15.27641296,-1.502056122,1.370833278,-0.238659546,-0.175790966,2.745898008
198:09:40:21.600,30.77863312,-30,1.876271129,-0.560141087,-0.219829187,-11.89960766,9.317277908,0.358452141,-0.602952302,15.24258614,15.27493858,-2.172166586,0.691489339,-0.238659546,-0.175790966,2.861290216
198:09:40:21.700,30.54323196,-30,3.688356161,2.732795,-3.202376604,-4.92975378,3.676000118,0.307535648,-0.583648741,15.24258614,15.27641296,-1.88570714,-0.360732973,-0.240845069,-0.171698764,2.775869846
198:09:40:21.800,-30,-30,3.791095972,2.096116781,-2.602302313,3.361322403,-2.978437901,0.21181263,-0.504163504,15.23967648,15.27198982,-1.235000014,0.258156031,-0.239533752,-0.177837074,2.853797197
